line_no_1based	id	workload	n_core	split	reason
37801	W_interest_graph_recall,TQ,seg00163	W_interest_graph_recall	16	train	train_not_reached_by_step3500
37803	W_interest_graph_recall,TQ,seg00165	W_interest_graph_recall	16	train	train_not_reached_by_step3500
37807	W_interest_graph_recall,TQ,seg00169	W_interest_graph_recall	16	train	train_not_reached_by_step3500
37809	W_interest_graph_recall,TQ,seg00171	W_interest_graph_recall	16	train	train_not_reached_by_step3500
37817	W_interest_graph_recall,TQ,seg00179	W_interest_graph_recall	16	train	train_not_reached_by_step3500
37822	W_interest_graph_recall,TQ,seg00184	W_interest_graph_recall	16	train	train_not_reached_by_step3500
37823	W_interest_graph_recall,TQ,seg00185	W_interest_graph_recall	16	train	train_not_reached_by_step3500
37827	W_interest_graph_recall,TQ,seg00189	W_interest_graph_recall	16	train	train_not_reached_by_step3500
37835	W_interest_graph_recall,TQ,seg00197	W_interest_graph_recall	16	train	train_not_reached_by_step3500
37837	W_interest_graph_recall,TQ,seg00199	W_interest_graph_recall	16	train	train_not_reached_by_step3500
37842	W_interest_graph_recall,TQ,seg00204	W_interest_graph_recall	16	train	train_not_reached_by_step3500
37846	W_interest_graph_recall,TQ,seg00208	W_interest_graph_recall	16	train	train_not_reached_by_step3500
37859	W_interest_graph_recall,TQ,seg00221	W_interest_graph_recall	16	train	train_not_reached_by_step3500
37864	W_interest_graph_recall,TQ,seg00226	W_interest_graph_recall	16	train	train_not_reached_by_step3500
37874	W_interest_graph_recall,TQ,seg00236	W_interest_graph_recall	16	train	train_not_reached_by_step3500
37877	W_interest_graph_recall,TQ,seg00239	W_interest_graph_recall	16	train	train_not_reached_by_step3500
37878	W_interest_graph_recall,TQ,seg00240	W_interest_graph_recall	16	train	train_not_reached_by_step3500
37880	W_interest_graph_recall,TQ,seg00242	W_interest_graph_recall	16	train	train_not_reached_by_step3500
37881	W_interest_graph_recall,TQ,seg00243	W_interest_graph_recall	16	train	train_not_reached_by_step3500
37883	W_interest_graph_recall,TQ,seg00245	W_interest_graph_recall	16	train	train_not_reached_by_step3500
37885	W_interest_graph_recall,TQ,seg00247	W_interest_graph_recall	16	train	train_not_reached_by_step3500
37887	W_interest_graph_recall,TQ,seg00249	W_interest_graph_recall	16	train	train_not_reached_by_step3500
37896	W_interest_graph_recall,TQ,seg00258	W_interest_graph_recall	16	train	train_not_reached_by_step3500
37903	W_interest_graph_recall,TQ,seg00265	W_interest_graph_recall	16	train	train_not_reached_by_step3500
37916	W_interest_graph_recall,TQ,seg00278	W_interest_graph_recall	16	train	train_not_reached_by_step3500
37933	W_interest_graph_recall,TQ,seg00295	W_interest_graph_recall	16	train	train_not_reached_by_step3500
37937	W_interest_graph_recall,TQ,seg00299	W_interest_graph_recall	16	train	train_not_reached_by_step3500
37938	W_interest_graph_recall,TQ,seg00300	W_interest_graph_recall	16	train	train_not_reached_by_step3500
37949	W_interest_graph_recall,TQ,seg00311	W_interest_graph_recall	16	train	train_not_reached_by_step3500
37958	W_interest_graph_recall,TQ,seg00320	W_interest_graph_recall	16	train	train_not_reached_by_step3500
37991	W_interest_graph_recall,TQ,seg00353	W_interest_graph_recall	16	train	train_not_reached_by_step3500
37998	W_interest_graph_recall,TQ,seg00360	W_interest_graph_recall	16	train	train_not_reached_by_step3500
38006	W_interest_graph_recall,TQ,seg00368	W_interest_graph_recall	16	train	train_not_reached_by_step3500
38008	W_interest_graph_recall,TQ,seg00370	W_interest_graph_recall	16	train	train_not_reached_by_step3500
38010	W_interest_graph_recall,TQ,seg00372	W_interest_graph_recall	16	train	train_not_reached_by_step3500
38011	W_interest_graph_recall,TQ,seg00373	W_interest_graph_recall	16	train	train_not_reached_by_step3500
38012	W_interest_graph_recall,TQ,seg00374	W_interest_graph_recall	16	train	train_not_reached_by_step3500
38013	W_interest_graph_recall,TQ,seg00375	W_interest_graph_recall	16	train	train_not_reached_by_step3500
38022	W_interest_graph_recall,TQ,seg00384	W_interest_graph_recall	16	train	train_not_reached_by_step3500
38024	W_interest_graph_recall,TQ,seg00386	W_interest_graph_recall	16	train	train_not_reached_by_step3500
38027	W_interest_graph_recall,TQ,seg00389	W_interest_graph_recall	16	train	train_not_reached_by_step3500
38028	W_interest_graph_recall,TQ,seg00390	W_interest_graph_recall	16	train	train_not_reached_by_step3500
38031	W_interest_graph_recall,TQ,seg00393	W_interest_graph_recall	16	train	train_not_reached_by_step3500
38042	W_interest_graph_recall,TQ,seg00404	W_interest_graph_recall	16	train	train_not_reached_by_step3500
38043	W_interest_graph_recall,TQ,seg00405	W_interest_graph_recall	16	train	train_not_reached_by_step3500
38049	W_interest_graph_recall,TQ,seg00411	W_interest_graph_recall	16	train	train_not_reached_by_step3500
38050	W_interest_graph_recall,TQ,seg00412	W_interest_graph_recall	16	train	train_not_reached_by_step3500
38053	W_interest_graph_recall,TQ,seg00415	W_interest_graph_recall	16	train	train_not_reached_by_step3500
38059	W_interest_graph_recall,TQ,seg00421	W_interest_graph_recall	16	train	train_not_reached_by_step3500
38069	W_interest_graph_recall,TQ,seg00431	W_interest_graph_recall	16	train	train_not_reached_by_step3500
38071	W_interest_graph_recall,TQ,seg00433	W_interest_graph_recall	16	train	train_not_reached_by_step3500
38072	W_interest_graph_recall,TQ,seg00434	W_interest_graph_recall	16	train	train_not_reached_by_step3500
38074	W_interest_graph_recall,TQ,seg00436	W_interest_graph_recall	16	train	train_not_reached_by_step3500
38086	W_interest_graph_recall,TQ,seg00448	W_interest_graph_recall	16	train	train_not_reached_by_step3500
38094	W_interest_graph_recall,TQ,seg00456	W_interest_graph_recall	16	train	train_not_reached_by_step3500
38105	W_interest_graph_recall,TQ,seg00467	W_interest_graph_recall	16	train	train_not_reached_by_step3500
38109	W_interest_graph_recall,TQ,seg00471	W_interest_graph_recall	16	train	train_not_reached_by_step3500
38110	W_interest_graph_recall,TQ,seg00472	W_interest_graph_recall	16	train	train_not_reached_by_step3500
38119	W_interest_graph_recall,TQ,seg00481	W_interest_graph_recall	16	train	train_not_reached_by_step3500
38125	W_interest_graph_recall,TQ,seg00487	W_interest_graph_recall	16	train	train_not_reached_by_step3500
38132	W_interest_graph_recall,TQ,seg00494	W_interest_graph_recall	16	train	train_not_reached_by_step3500
38134	W_interest_graph_recall,TQ,seg00496	W_interest_graph_recall	16	train	train_not_reached_by_step3500
38139	W_interest_graph_recall,TQ,seg00501	W_interest_graph_recall	16	train	train_not_reached_by_step3500
38146	W_interest_graph_recall,TQ,seg00508	W_interest_graph_recall	16	train	train_not_reached_by_step3500
38148	W_interest_graph_recall,TQ,seg00510	W_interest_graph_recall	16	train	train_not_reached_by_step3500
38162	W_interest_graph_recall,TQ,seg00524	W_interest_graph_recall	16	train	train_not_reached_by_step3500
38165	W_interest_graph_recall,TQ,seg00527	W_interest_graph_recall	16	train	train_not_reached_by_step3500
38186	W_interest_graph_recall,TQ,seg00548	W_interest_graph_recall	16	train	train_not_reached_by_step3500
38206	W_interest_graph_recall,TQ,seg00568	W_interest_graph_recall	16	train	train_not_reached_by_step3500
38208	W_interest_graph_recall,TQ,seg00570	W_interest_graph_recall	16	train	train_not_reached_by_step3500
38218	W_interest_graph_recall,TQ,seg00580	W_interest_graph_recall	16	train	train_not_reached_by_step3500
38224	W_interest_graph_recall,TQ,seg00586	W_interest_graph_recall	16	train	train_not_reached_by_step3500
38227	W_interest_graph_recall,TQ,seg00589	W_interest_graph_recall	16	train	train_not_reached_by_step3500
38228	W_interest_graph_recall,TQ,seg00590	W_interest_graph_recall	16	train	train_not_reached_by_step3500
38233	W_interest_graph_recall,TQ,seg00595	W_interest_graph_recall	16	train	train_not_reached_by_step3500
38234	W_interest_graph_recall,TQ,seg00596	W_interest_graph_recall	16	train	train_not_reached_by_step3500
38235	W_mlp_light,TQ,seg00000	W_mlp_light	16	train	train_not_reached_by_step3500
38240	W_mlp_light,TQ,seg00005	W_mlp_light	16	train	train_not_reached_by_step3500
38243	W_mlp_light,TQ,seg00008	W_mlp_light	16	train	train_not_reached_by_step3500
38245	W_mlp_light,TQ,seg00010	W_mlp_light	16	train	train_not_reached_by_step3500
38251	W_mlp_light,TQ,seg00016	W_mlp_light	16	train	train_not_reached_by_step3500
38259	W_mlp_light,TQ,seg00024	W_mlp_light	16	train	train_not_reached_by_step3500
38261	W_mlp_light,TQ,seg00026	W_mlp_light	16	train	train_not_reached_by_step3500
38263	W_mlp_light,TQ,seg00028	W_mlp_light	16	train	train_not_reached_by_step3500
38266	W_mlp_light,TQ,seg00031	W_mlp_light	16	train	train_not_reached_by_step3500
38272	W_mlp_light,TQ,seg00037	W_mlp_light	16	train	train_not_reached_by_step3500
38276	W_mlp_light,TQ,seg00041	W_mlp_light	16	train	train_not_reached_by_step3500
38279	W_mlp_light,TQ,seg00044	W_mlp_light	16	train	train_not_reached_by_step3500
38290	W_mlp_light,TQ,seg00055	W_mlp_light	16	train	train_not_reached_by_step3500
38331	W_mlp_light,TQ,seg00096	W_mlp_light	16	train	train_not_reached_by_step3500
38333	W_mlp_light,TQ,seg00098	W_mlp_light	16	train	train_not_reached_by_step3500
38345	W_mlp_light,TQ,seg00110	W_mlp_light	16	train	train_not_reached_by_step3500
38348	W_mlp_light,TQ,seg00113	W_mlp_light	16	train	train_not_reached_by_step3500
38359	W_mlp_light,TQ,seg00124	W_mlp_light	16	train	train_not_reached_by_step3500
38363	W_mlp_light,TQ,seg00128	W_mlp_light	16	train	train_not_reached_by_step3500
38365	W_mlp_light,TQ,seg00130	W_mlp_light	16	train	train_not_reached_by_step3500
38371	W_mlp_light,TQ,seg00136	W_mlp_light	16	train	train_not_reached_by_step3500
38377	W_mlp_light,TQ,seg00142	W_mlp_light	16	train	train_not_reached_by_step3500
38385	W_mlp_light,TQ,seg00150	W_mlp_light	16	train	train_not_reached_by_step3500
38387	W_mlp_light,TQ,seg00152	W_mlp_light	16	train	train_not_reached_by_step3500
38389	W_mlp_light,TQ,seg00154	W_mlp_light	16	train	train_not_reached_by_step3500
38397	W_mlp_light,TQ,seg00162	W_mlp_light	16	train	train_not_reached_by_step3500
38401	W_mlp_light,TQ,seg00166	W_mlp_light	16	train	train_not_reached_by_step3500
38403	W_mlp_light,TQ,seg00168	W_mlp_light	16	train	train_not_reached_by_step3500
38408	W_mlp_light,TQ,seg00173	W_mlp_light	16	train	train_not_reached_by_step3500
38409	W_mlp_light,TQ,seg00174	W_mlp_light	16	train	train_not_reached_by_step3500
38416	W_mlp_light,TQ,seg00181	W_mlp_light	16	train	train_not_reached_by_step3500
38419	W_mlp_light,TQ,seg00184	W_mlp_light	16	train	train_not_reached_by_step3500
38422	W_mlp_light,TQ,seg00187	W_mlp_light	16	train	train_not_reached_by_step3500
38428	W_mlp_light,TQ,seg00193	W_mlp_light	16	train	train_not_reached_by_step3500
38439	W_mlp_light,TQ,seg00204	W_mlp_light	16	train	train_not_reached_by_step3500
38441	W_mlp_light,TQ,seg00206	W_mlp_light	16	train	train_not_reached_by_step3500
38444	W_mlp_light,TQ,seg00209	W_mlp_light	16	train	train_not_reached_by_step3500
38445	W_mlp_light,TQ,seg00210	W_mlp_light	16	train	train_not_reached_by_step3500
38457	W_mlp_light,TQ,seg00222	W_mlp_light	16	train	train_not_reached_by_step3500
38458	W_mlp_light,TQ,seg00223	W_mlp_light	16	train	train_not_reached_by_step3500
38465	W_mlp_light,TQ,seg00230	W_mlp_light	16	train	train_not_reached_by_step3500
38469	W_mlp_light,TQ,seg00234	W_mlp_light	16	train	train_not_reached_by_step3500
38471	W_mlp_light,TQ,seg00236	W_mlp_light	16	train	train_not_reached_by_step3500
38483	W_mlp_light,TQ,seg00248	W_mlp_light	16	train	train_not_reached_by_step3500
38503	W_mlp_light,TQ,seg00268	W_mlp_light	16	train	train_not_reached_by_step3500
38513	W_mlp_light,TQ,seg00278	W_mlp_light	16	train	train_not_reached_by_step3500
38514	W_mlp_light,TQ,seg00279	W_mlp_light	16	train	train_not_reached_by_step3500
38516	W_mlp_light,TQ,seg00281	W_mlp_light	16	train	train_not_reached_by_step3500
38518	W_mlp_light,TQ,seg00283	W_mlp_light	16	train	train_not_reached_by_step3500
38530	W_mlp_light,TQ,seg00295	W_mlp_light	16	train	train_not_reached_by_step3500
38535	W_mlp_light,TQ,seg00300	W_mlp_light	16	train	train_not_reached_by_step3500
38543	W_mlp_light,TQ,seg00308	W_mlp_light	16	train	train_not_reached_by_step3500
38549	W_mlp_light,TQ,seg00314	W_mlp_light	16	train	train_not_reached_by_step3500
38559	W_mlp_light,TQ,seg00324	W_mlp_light	16	train	train_not_reached_by_step3500
38563	W_mlp_light,TQ,seg00328	W_mlp_light	16	train	train_not_reached_by_step3500
38566	W_mlp_light,TQ,seg00331	W_mlp_light	16	train	train_not_reached_by_step3500
38567	W_mlp_light,TQ,seg00332	W_mlp_light	16	train	train_not_reached_by_step3500
38587	W_mlp_light,TQ,seg00352	W_mlp_light	16	train	train_not_reached_by_step3500
38588	W_mlp_light,TQ,seg00353	W_mlp_light	16	train	train_not_reached_by_step3500
38597	W_mlp_light,TQ,seg00362	W_mlp_light	16	train	train_not_reached_by_step3500
38604	W_mlp_light,TQ,seg00369	W_mlp_light	16	train	train_not_reached_by_step3500
38606	W_mlp_light,TQ,seg00371	W_mlp_light	16	train	train_not_reached_by_step3500
38611	W_mlp_light,TQ,seg00376	W_mlp_light	16	train	train_not_reached_by_step3500
38621	W_mlp_light,TQ,seg00386	W_mlp_light	16	train	train_not_reached_by_step3500
38630	W_mlp_light,TQ,seg00395	W_mlp_light	16	train	train_not_reached_by_step3500
38639	W_mlp_light,TQ,seg00404	W_mlp_light	16	train	train_not_reached_by_step3500
38648	W_mlp_light,TQ,seg00413	W_mlp_light	16	train	train_not_reached_by_step3500
38673	W_mlp_light,TQ,seg00438	W_mlp_light	16	train	train_not_reached_by_step3500
38677	W_mlp_light,TQ,seg00442	W_mlp_light	16	train	train_not_reached_by_step3500
38679	W_mlp_light,TQ,seg00444	W_mlp_light	16	train	train_not_reached_by_step3500
38682	W_mlp_light,TQ,seg00447	W_mlp_light	16	train	train_not_reached_by_step3500
38683	W_mlp_light,TQ,seg00448	W_mlp_light	16	train	train_not_reached_by_step3500
38684	W_mlp_light,TQ,seg00449	W_mlp_light	16	train	train_not_reached_by_step3500
38688	W_mlp_light,TQ,seg00453	W_mlp_light	16	train	train_not_reached_by_step3500
38700	W_mlp_light,TQ,seg00465	W_mlp_light	16	train	train_not_reached_by_step3500
38702	W_mlp_light,TQ,seg00467	W_mlp_light	16	train	train_not_reached_by_step3500
38707	W_mlp_light,TQ,seg00472	W_mlp_light	16	train	train_not_reached_by_step3500
38709	W_mlp_light,TQ,seg00474	W_mlp_light	16	train	train_not_reached_by_step3500
38711	W_mlp_light,TQ,seg00476	W_mlp_light	16	train	train_not_reached_by_step3500
38717	W_mlp_light,TQ,seg00482	W_mlp_light	16	train	train_not_reached_by_step3500
38719	W_mlp_light,TQ,seg00484	W_mlp_light	16	train	train_not_reached_by_step3500
38729	W_mlp_light,TQ,seg00494	W_mlp_light	16	train	train_not_reached_by_step3500
38733	W_mlp_light,TQ,seg00498	W_mlp_light	16	train	train_not_reached_by_step3500
38761	W_mlp_light,TQ,seg00526	W_mlp_light	16	train	train_not_reached_by_step3500
38763	W_mlp_light,TQ,seg00528	W_mlp_light	16	train	train_not_reached_by_step3500
38766	W_mlp_light,TQ,seg00531	W_mlp_light	16	train	train_not_reached_by_step3500
38773	W_mlp_light,TQ,seg00538	W_mlp_light	16	train	train_not_reached_by_step3500
38784	W_mlp_light,TQ,seg00549	W_mlp_light	16	train	train_not_reached_by_step3500
38792	W_mlp_light,TQ,seg00557	W_mlp_light	16	train	train_not_reached_by_step3500
38813	W_mlp_light,TQ,seg00578	W_mlp_light	16	train	train_not_reached_by_step3500
38815	W_mlp_light,TQ,seg00580	W_mlp_light	16	train	train_not_reached_by_step3500
38820	W_mlp_light,TQ,seg00585	W_mlp_light	16	train	train_not_reached_by_step3500
38821	W_mlp_light,TQ,seg00586	W_mlp_light	16	train	train_not_reached_by_step3500
38822	W_mlp_light,TQ,seg00587	W_mlp_light	16	train	train_not_reached_by_step3500
38823	W_mlp_light,TQ,seg00588	W_mlp_light	16	train	train_not_reached_by_step3500
38826	W_mlp_light,TQ,seg00591	W_mlp_light	16	train	train_not_reached_by_step3500
38840	W_phased_mix,TQ,seg00005	W_phased_mix	16	train	train_not_reached_by_step3500
38842	W_phased_mix,TQ,seg00007	W_phased_mix	16	train	train_not_reached_by_step3500
38844	W_phased_mix,TQ,seg00009	W_phased_mix	16	train	train_not_reached_by_step3500
38856	W_phased_mix,TQ,seg00021	W_phased_mix	16	train	train_not_reached_by_step3500
38862	W_phased_mix,TQ,seg00027	W_phased_mix	16	train	train_not_reached_by_step3500
38868	W_phased_mix,TQ,seg00033	W_phased_mix	16	train	train_not_reached_by_step3500
38873	W_phased_mix,TQ,seg00038	W_phased_mix	16	train	train_not_reached_by_step3500
38879	W_phased_mix,TQ,seg00044	W_phased_mix	16	train	train_not_reached_by_step3500
38881	W_phased_mix,TQ,seg00046	W_phased_mix	16	train	train_not_reached_by_step3500
38883	W_phased_mix,TQ,seg00048	W_phased_mix	16	train	train_not_reached_by_step3500
38884	W_phased_mix,TQ,seg00049	W_phased_mix	16	train	train_not_reached_by_step3500
38905	W_phased_mix,TQ,seg00070	W_phased_mix	16	train	train_not_reached_by_step3500
38909	W_phased_mix,TQ,seg00074	W_phased_mix	16	train	train_not_reached_by_step3500
38910	W_phased_mix,TQ,seg00075	W_phased_mix	16	train	train_not_reached_by_step3500
38919	W_phased_mix,TQ,seg00084	W_phased_mix	16	train	train_not_reached_by_step3500
38934	W_phased_mix,TQ,seg00099	W_phased_mix	16	train	train_not_reached_by_step3500
38939	W_phased_mix,TQ,seg00104	W_phased_mix	16	train	train_not_reached_by_step3500
38946	W_phased_mix,TQ,seg00111	W_phased_mix	16	train	train_not_reached_by_step3500
38958	W_phased_mix,TQ,seg00123	W_phased_mix	16	train	train_not_reached_by_step3500
38960	W_phased_mix,TQ,seg00125	W_phased_mix	16	train	train_not_reached_by_step3500
38966	W_phased_mix,TQ,seg00131	W_phased_mix	16	train	train_not_reached_by_step3500
38979	W_phased_mix,TQ,seg00144	W_phased_mix	16	train	train_not_reached_by_step3500
38985	W_phased_mix,TQ,seg00150	W_phased_mix	16	train	train_not_reached_by_step3500
38987	W_phased_mix,TQ,seg00152	W_phased_mix	16	train	train_not_reached_by_step3500
38988	W_phased_mix,TQ,seg00153	W_phased_mix	16	train	train_not_reached_by_step3500
38989	W_phased_mix,TQ,seg00154	W_phased_mix	16	train	train_not_reached_by_step3500
39003	W_phased_mix,TQ,seg00168	W_phased_mix	16	train	train_not_reached_by_step3500
39007	W_phased_mix,TQ,seg00172	W_phased_mix	16	train	train_not_reached_by_step3500
39017	W_phased_mix,TQ,seg00182	W_phased_mix	16	train	train_not_reached_by_step3500
39028	W_phased_mix,TQ,seg00193	W_phased_mix	16	train	train_not_reached_by_step3500
39039	W_phased_mix,TQ,seg00204	W_phased_mix	16	train	train_not_reached_by_step3500
39044	W_phased_mix,TQ,seg00209	W_phased_mix	16	train	train_not_reached_by_step3500
39046	W_phased_mix,TQ,seg00211	W_phased_mix	16	train	train_not_reached_by_step3500
39055	W_phased_mix,TQ,seg00220	W_phased_mix	16	train	train_not_reached_by_step3500
39064	W_phased_mix,TQ,seg00229	W_phased_mix	16	train	train_not_reached_by_step3500
39066	W_phased_mix,TQ,seg00231	W_phased_mix	16	train	train_not_reached_by_step3500
39069	W_phased_mix,TQ,seg00234	W_phased_mix	16	train	train_not_reached_by_step3500
39081	W_phased_mix,TQ,seg00246	W_phased_mix	16	train	train_not_reached_by_step3500
39083	W_phased_mix,TQ,seg00248	W_phased_mix	16	train	train_not_reached_by_step3500
39097	W_phased_mix,TQ,seg00262	W_phased_mix	16	train	train_not_reached_by_step3500
39102	W_phased_mix,TQ,seg00267	W_phased_mix	16	train	train_not_reached_by_step3500
39109	W_phased_mix,TQ,seg00274	W_phased_mix	16	train	train_not_reached_by_step3500
39112	W_phased_mix,TQ,seg00277	W_phased_mix	16	train	train_not_reached_by_step3500
39113	W_phased_mix,TQ,seg00278	W_phased_mix	16	train	train_not_reached_by_step3500
39114	W_phased_mix,TQ,seg00279	W_phased_mix	16	train	train_not_reached_by_step3500
39120	W_phased_mix,TQ,seg00285	W_phased_mix	16	train	train_not_reached_by_step3500
39127	W_phased_mix,TQ,seg00292	W_phased_mix	16	train	train_not_reached_by_step3500
39133	W_phased_mix,TQ,seg00298	W_phased_mix	16	train	train_not_reached_by_step3500
39136	W_phased_mix,TQ,seg00301	W_phased_mix	16	train	train_not_reached_by_step3500
39137	W_phased_mix,TQ,seg00302	W_phased_mix	16	train	train_not_reached_by_step3500
39144	W_phased_mix,TQ,seg00309	W_phased_mix	16	train	train_not_reached_by_step3500
39150	W_phased_mix,TQ,seg00315	W_phased_mix	16	train	train_not_reached_by_step3500
39164	W_phased_mix,TQ,seg00329	W_phased_mix	16	train	train_not_reached_by_step3500
39168	W_phased_mix,TQ,seg00333	W_phased_mix	16	train	train_not_reached_by_step3500
39175	W_phased_mix,TQ,seg00340	W_phased_mix	16	train	train_not_reached_by_step3500
39176	W_phased_mix,TQ,seg00341	W_phased_mix	16	train	train_not_reached_by_step3500
39177	W_phased_mix,TQ,seg00342	W_phased_mix	16	train	train_not_reached_by_step3500
39185	W_phased_mix,TQ,seg00350	W_phased_mix	16	train	train_not_reached_by_step3500
39195	W_phased_mix,TQ,seg00360	W_phased_mix	16	train	train_not_reached_by_step3500
39196	W_phased_mix,TQ,seg00361	W_phased_mix	16	train	train_not_reached_by_step3500
39197	W_phased_mix,TQ,seg00362	W_phased_mix	16	train	train_not_reached_by_step3500
39199	W_phased_mix,TQ,seg00364	W_phased_mix	16	train	train_not_reached_by_step3500
39200	W_phased_mix,TQ,seg00365	W_phased_mix	16	train	train_not_reached_by_step3500
39204	W_phased_mix,TQ,seg00369	W_phased_mix	16	train	train_not_reached_by_step3500
39210	W_phased_mix,TQ,seg00375	W_phased_mix	16	train	train_not_reached_by_step3500
39211	W_phased_mix,TQ,seg00376	W_phased_mix	16	train	train_not_reached_by_step3500
39223	W_phased_mix,TQ,seg00388	W_phased_mix	16	train	train_not_reached_by_step3500
39227	W_phased_mix,TQ,seg00392	W_phased_mix	16	train	train_not_reached_by_step3500
39235	W_phased_mix,TQ,seg00400	W_phased_mix	16	train	train_not_reached_by_step3500
39236	W_phased_mix,TQ,seg00401	W_phased_mix	16	train	train_not_reached_by_step3500
39249	W_phased_mix,TQ,seg00414	W_phased_mix	16	train	train_not_reached_by_step3500
39252	W_phased_mix,TQ,seg00417	W_phased_mix	16	train	train_not_reached_by_step3500
39254	W_phased_mix,TQ,seg00419	W_phased_mix	16	train	train_not_reached_by_step3500
39259	W_phased_mix,TQ,seg00424	W_phased_mix	16	train	train_not_reached_by_step3500
39260	W_phased_mix,TQ,seg00425	W_phased_mix	16	train	train_not_reached_by_step3500
39262	W_phased_mix,TQ,seg00427	W_phased_mix	16	train	train_not_reached_by_step3500
39265	W_phased_mix,TQ,seg00430	W_phased_mix	16	train	train_not_reached_by_step3500
39274	W_phased_mix,TQ,seg00439	W_phased_mix	16	train	train_not_reached_by_step3500
39284	W_phased_mix,TQ,seg00449	W_phased_mix	16	train	train_not_reached_by_step3500
39294	W_phased_mix,TQ,seg00459	W_phased_mix	16	train	train_not_reached_by_step3500
39298	W_phased_mix,TQ,seg00463	W_phased_mix	16	train	train_not_reached_by_step3500
39302	W_phased_mix,TQ,seg00467	W_phased_mix	16	train	train_not_reached_by_step3500
39311	W_phased_mix,TQ,seg00476	W_phased_mix	16	train	train_not_reached_by_step3500
39312	W_phased_mix,TQ,seg00477	W_phased_mix	16	train	train_not_reached_by_step3500
39319	W_phased_mix,TQ,seg00484	W_phased_mix	16	train	train_not_reached_by_step3500
39328	W_phased_mix,TQ,seg00493	W_phased_mix	16	train	train_not_reached_by_step3500
39330	W_phased_mix,TQ,seg00495	W_phased_mix	16	train	train_not_reached_by_step3500
39337	W_phased_mix,TQ,seg00502	W_phased_mix	16	train	train_not_reached_by_step3500
39351	W_phased_mix,TQ,seg00516	W_phased_mix	16	train	train_not_reached_by_step3500
39372	W_search_index_proxy,TQ,seg00001	W_search_index_proxy	16	train	train_not_reached_by_step3500
39380	W_search_index_proxy,TQ,seg00009	W_search_index_proxy	16	train	train_not_reached_by_step3500
39386	W_search_index_proxy,TQ,seg00015	W_search_index_proxy	16	train	train_not_reached_by_step3500
39387	W_search_index_proxy,TQ,seg00016	W_search_index_proxy	16	train	train_not_reached_by_step3500
39388	W_search_index_proxy,TQ,seg00017	W_search_index_proxy	16	train	train_not_reached_by_step3500
39389	W_search_index_proxy,TQ,seg00018	W_search_index_proxy	16	train	train_not_reached_by_step3500
39390	W_search_index_proxy,TQ,seg00019	W_search_index_proxy	16	train	train_not_reached_by_step3500
39397	W_search_index_proxy,TQ,seg00026	W_search_index_proxy	16	train	train_not_reached_by_step3500
39400	W_search_index_proxy,TQ,seg00029	W_search_index_proxy	16	train	train_not_reached_by_step3500
39417	W_search_index_proxy,TQ,seg00046	W_search_index_proxy	16	train	train_not_reached_by_step3500
39419	W_search_index_proxy,TQ,seg00048	W_search_index_proxy	16	train	train_not_reached_by_step3500
39434	W_search_index_proxy,TQ,seg00063	W_search_index_proxy	16	train	train_not_reached_by_step3500
39446	W_search_index_proxy,TQ,seg00075	W_search_index_proxy	16	train	train_not_reached_by_step3500
39450	W_search_index_proxy,TQ,seg00079	W_search_index_proxy	16	train	train_not_reached_by_step3500
39461	W_search_index_proxy,TQ,seg00090	W_search_index_proxy	16	train	train_not_reached_by_step3500
39462	W_search_index_proxy,TQ,seg00091	W_search_index_proxy	16	train	train_not_reached_by_step3500
39478	W_search_index_proxy,TQ,seg00107	W_search_index_proxy	16	train	train_not_reached_by_step3500
39484	W_search_index_proxy,TQ,seg00113	W_search_index_proxy	16	train	train_not_reached_by_step3500
39497	W_search_index_proxy,TQ,seg00126	W_search_index_proxy	16	train	train_not_reached_by_step3500
39507	W_search_index_proxy,TQ,seg00136	W_search_index_proxy	16	train	train_not_reached_by_step3500
39519	W_search_index_proxy,TQ,seg00148	W_search_index_proxy	16	train	train_not_reached_by_step3500
39520	W_search_index_proxy,TQ,seg00149	W_search_index_proxy	16	train	train_not_reached_by_step3500
39522	W_search_index_proxy,TQ,seg00151	W_search_index_proxy	16	train	train_not_reached_by_step3500
39528	W_search_index_proxy,TQ,seg00157	W_search_index_proxy	16	train	train_not_reached_by_step3500
39529	W_search_index_proxy,TQ,seg00158	W_search_index_proxy	16	train	train_not_reached_by_step3500
39533	W_search_index_proxy,TQ,seg00162	W_search_index_proxy	16	train	train_not_reached_by_step3500
39540	W_search_index_proxy,TQ,seg00169	W_search_index_proxy	16	train	train_not_reached_by_step3500
39541	W_search_index_proxy,TQ,seg00170	W_search_index_proxy	16	train	train_not_reached_by_step3500
39543	W_search_index_proxy,TQ,seg00172	W_search_index_proxy	16	train	train_not_reached_by_step3500
39559	W_search_index_proxy,TQ,seg00188	W_search_index_proxy	16	train	train_not_reached_by_step3500
39566	W_search_index_proxy,TQ,seg00195	W_search_index_proxy	16	train	train_not_reached_by_step3500
39568	W_search_index_proxy,TQ,seg00197	W_search_index_proxy	16	train	train_not_reached_by_step3500
39609	W_search_index_proxy,TQ,seg00238	W_search_index_proxy	16	train	train_not_reached_by_step3500
39613	W_search_index_proxy,TQ,seg00242	W_search_index_proxy	16	train	train_not_reached_by_step3500
39614	W_search_index_proxy,TQ,seg00243	W_search_index_proxy	16	train	train_not_reached_by_step3500
39626	W_search_index_proxy,TQ,seg00255	W_search_index_proxy	16	train	train_not_reached_by_step3500
